id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine colour
1810,6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6,0
1811,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5,0
1812,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,0
1813,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,1
1814,7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,0
1815,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,0
1816,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7,1
1817,7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3,0
1818,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,1
1819,10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,0
1820,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,0
1821,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,1
1822,6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6,1
1823,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,5,1
1824,8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,0
1825,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,6,0
1826,9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5,0
1827,10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,0
1828,10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,0
1829,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,0
1830,6.4,0.4,0.25,4.2,0.032,15,91,0.98988,3.26,0.52,13.1,6,1
1831,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7,1
1832,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,6,0
1833,7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6,0
1834,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,0
1835,6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6,1
1836,10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,0
1837,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6,1
1838,6.2,0.23,0.35,0.7,0.051,24,111,0.9916,3.37,0.43,11,3,1
1839,8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6,1
1840,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,0
1841,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6,1
1842,11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,0
1843,6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4,1
1844,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,1
1845,6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6,1
1846,10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,0
1847,7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6,1
1848,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,1
1849,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,5,1
1850,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6,1
1851,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5,0
1852,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,1
1853,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,1
1854,7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5,0
1855,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,1
1856,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,1
1857,9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,0
1858,11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6,0
1859,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,0
1860,11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,0
1861,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,1
1862,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,0
1863,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,0
1864,7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5,0
1865,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,1
1866,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,0
1867,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5,0
1868,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,0
1869,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,6,0
1870,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,0
1871,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,0
1872,6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8,1
1873,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5,0
1874,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,0
1875,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,1
1876,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,1
1877,6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,1
1878,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,0
1879,6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,6,0
1880,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,0
1881,8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,0
1882,7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7,1
1883,12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,5,0
1884,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7,1
1885,6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8,1
1886,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5,1
1887,6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5,0
1888,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5,1
1889,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,0
1890,6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,7,1
1891,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,1
1892,9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,5,0
1893,6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6,1
1894,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,1
1895,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5,1
1896,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5,0
1897,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,0
1898,7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6,0
1899,7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4,1
1900,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6,1
1901,7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,6,1
1902,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,0
1903,8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,5,0
1904,6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7,1
1905,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,0
1906,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5,0
1907,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,0
1908,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,0
1909,7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6,0
1910,7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,0
1911,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,0
1912,8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6,0
1913,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,0
1914,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5,0
1915,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,0
1916,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,1
1917,7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,0
1918,8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6,1
1919,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,0
1920,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6,1
1921,7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,5,0
1922,8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5,1
1923,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,1
1924,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,1
1925,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,1
1926,7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,1
1927,6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,4,1
1928,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,1
1929,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,1
1930,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,0
1931,6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6,1
1932,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,1
1933,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,1
1934,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,1
1935,7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6,0
1936,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5,1
1937,5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,0
1938,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,0
1939,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,1
1940,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5,1
1941,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,1
1942,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,6,1
1943,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,1
1944,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7,0
1945,8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,5,0
1946,8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,6,1
1947,6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,6,1
1948,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,1
1949,6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,0
1950,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,1
1951,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,0
1952,7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5,0
1953,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5,0
1954,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6,1
1955,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5,0
1956,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,1
1957,5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,1
1958,7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7,1
1959,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,1
1960,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5,1
1961,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,1
1962,10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6,0
1963,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,0
1964,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,0
1965,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,1
1966,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,0
1967,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,0
1968,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,0
1969,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1
1970,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7,1
1971,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,0
1972,6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,0
1973,7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,5,0
1974,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,1
1975,6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6,1
1976,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,0
1977,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5,0
1978,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6,1
1979,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,1
1980,7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6,1
1981,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,1
1982,6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,1
1983,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,0
1984,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,1
1985,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,0
1986,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,1
1987,11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,0
1988,8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6,1
1989,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,1
1990,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,0
1991,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6,1
1992,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5,0
1993,7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8,0
1994,6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5,0
1995,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,0
1996,12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6,0
1997,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,0
1998,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,0
1999,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6,0
2000,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,5,1
2001,8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,6,0
2002,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,0
2003,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4,1
2004,8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,0
2005,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5,1
2006,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6,1
2007,11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,0
2008,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,1
2009,6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4,1
2010,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,1
2011,9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3,1
2012,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,1
2013,10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,0
2014,10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,0
2015,7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,0
2016,5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,6,1
2017,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,1
2018,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,0
2019,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5,0
2020,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,0
2021,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,0
2022,7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7,1
2023,6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,5,1
2024,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,0
2025,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,1
2026,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6,1
2027,6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,5,1
2028,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,0
2029,7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,6,1
2030,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,0
2031,7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,1
2032,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6,1
2033,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,0
2034,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5,0
2035,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6,1
2036,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,0
2037,6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,0
2038,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,0
2039,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,1
2040,6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7,1
2041,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,1
2042,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,0
2043,8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,1
2044,8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,0
2045,7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6,1
2046,7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,5,1
2047,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,1
2048,8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6,0
2049,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6,1
2050,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6,1
2051,6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6,1
2052,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,1
2053,7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,5,0
2054,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,0
2055,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,0
2056,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,1
2057,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6,1
2058,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,1
2059,6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6,1
2060,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,1
2061,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6,1
2062,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,1
2063,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6,1
2064,7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,0
2065,11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5,0
2066,6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6,1
2067,10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,0
2068,7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6,1
2069,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5,0
2070,8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,0
2071,11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,0
2072,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,0
2073,6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,0
2074,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5,1
2075,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,0
2076,7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,0
2077,7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5,0
2078,6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4,0
2079,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,0
2080,7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,1
2081,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,1
2082,6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6,0
2083,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,0
2084,6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5,1
2085,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,6,1
2086,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8,1
2087,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4,1
2088,10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4,0
2089,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,1
2090,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,0
2091,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6,0
2092,8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,5,0
2093,7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5,0
2094,6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6,1
2095,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,1
2096,6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,0
2097,6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5,0
2098,6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,4,1
2099,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,0
2100,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,0
2101,11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,5,0
2102,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7,1
2103,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6,0
2104,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,1
